['cover', 0.9764999999999999, 0.9075, '0.071429', '-0.068182', '0.050000', 1.6060000000000003, '79.000000']
['create', 0.9525, 0.9065, '0.455882', '-0.120000', '0.121951', 1.7983333333333336, '90.000000']
['crime', 0.9639999999999999, 0.9124999999999999, '0.166667', '-0.410000', '0.096154', 2.224, '73.000000']
['cultural', 0.944, 0.8960000000000002, '1.111111', '-0.130000', '0.500000', 2.43375, '60.000000']
['culture', 0.944, 0.8960000000000002, '0.492063', '-0.110000', '0.328571', 2.412857142857143, '90.000000']
['cup', 0.9610000000000001, 0.9580000000000002, '0.076923', '-0.820000', '-0.360000', 0.5166666666666667, '55.000000']
['current', 0.929, 0.8830000000000002, '0.250000', '0.000000', '0.213115', 3.0814285714285714, '83.000000']
['customer', 0.9664999999999999, 0.9400000000000001, '0.000000', '-0.200000', '-0.076923', 2.55375, '75.000000']
['cut', 0.9385000000000001, 0.8915000000000001, '0.013889', '-0.069767', '0.025000', 1.8466666666666667, '78.000000']
['dark', 0.9700000000000001, 0.9465, '0.000000', '-0.036145', '0.066667', 2.325, '65.000000']
['data', 0.9490000000000002, 0.9259999999999999, '0.243590', '-0.080000', '0.044444', 1.7774999999999999, '67.000000']
['daughter', 0.9545, 0.8890000000000002, '0.050000', '-0.162162', '0.079365', 2.1, '72.000000']
['day', 0.9504999999999997, 0.9280000000000002, '0.142857', '-0.230000', '0.384615', 1.14, '83.000000']
['dead', 0.961, 0.9329999999999998, '0.014925', '0.000000', '-0.040541', 1.8075, '71.000000']
['deal', 0.96, 0.9030000000000001, '0.209677', '-0.380000', '0.098592', 2.2625, '58.000000']
['death', 0.9654999999999999, 0.9145000000000001, '0.088235', '0.000000', '-0.097561', 2.198, '72.000000']
['debate', 0.9119999999999999, 0.9159999999999998, '1.000000', '-0.940000', '-0.200000', 2.191666666666667, '73.000000']
['decade', 0.951, 0.9235, '0.065789', '0.000000', '0.139241', 1.3, '91.000000']
['decide', 0.9579999999999999, 0.9125000000000002, '0.979167', '0.000000', '0.312500', 2.0816666666666666, '68.000000']
['decision', 0.9444999999999999, 0.8590000000000002, '1.052632', '0.000000', '0.576923', 3.0574999999999997, '54.000000']
['deep', 0.9629999999999999, 0.9569999999999999, '0.085714', '-0.170000', '0.036585', 2.0650000000000004, '77.000000']
['defense', 0.952, 0.9205, '0.061224', '0.000000', '0.886792', 2.9885714285714284, '72.000000']
['degree', 0.9530000000000001, 0.9205, '0.405797', '-0.080000', '0.058140', 2.1816666666666666, '57.000000']
['Democrat', 0.9194999999999999, 0.861, '0.000000', '0.000000', '0.687500', 1.6325000000000003, '41.000000']
['democratic', 0.9194999999999999, 0.861, '1.000000', '-0.750000', '0.137931', 2.008, '65.000000']
['describe', 0.9444999999999999, 0.942, '1.694444', '-0.270000', '0.708333', 2.4425000000000003, '88.000000']
['design', 0.97, 0.958, '0.215385', '-0.210000', '0.039474', 3.516666666666667, '100.000000']
['despite', 0.952, 0.9329999999999998, '0.653846', '-0.050000', '0.424242', 3.1914285714285713, '46.000000']
['detail', 0.9700000000000001, 0.9369999999999999, '0.271429', '-0.030000', '0.142857', 3.0866666666666664, '95.000000']
['determine', 0.9565000000000001, 0.9514999999999999, '1.787879', '-0.150000', '0.576923', 3.4544444444444444, '79.000000']
['develop', 0.9615, 0.9064999999999998, '0.895833', '-0.180000', '0.328358', 2.4285714285714284, '71.000000']
['development', 0.9615, 0.9064999999999998, '0.620690', '-0.140000', '0.112500', 3.0963636363636367, '86.000000']
['die', 0.9704999999999998, 0.8620000000000001, '0.120482', '-0.070000', '0.087912', 2.8633333333333333, '60.000000']
['difference', 0.9675, 0.913, '0.324324', '-0.130000', '0.148148', 2.442, '87.000000']
['different', 0.9675, 0.913, '0.378788', '-0.230000', '0.260274', 3.2922222222222226, '78.000000']
['difficult', 0.9285000000000002, 0.9409999999999996, '0.459016', '-0.110000', '0.275362', 2.7222222222222223, '79.000000']
['dinner', 0.961, 0.9199999999999999, '0.016393', '-0.087912', '0.318182', 4.316666666666666, '41.000000']
['direction', 0.9530000000000001, 0.9030000000000001, '0.230769', '0.000000', '0.200000', 3.277777777777778, '51.000000']
['director', 0.9539999999999997, 0.9469999999999998, '0.348485', '-0.110000', '0.160494', 2.8700000000000006, '83.000000']
['discover', 0.984, 0.9300000000000003, '0.013699', '-0.190000', '-0.012346', 2.4575, '57.000000']
['discuss', 0.9365, 0.9264999999999999, '0.791667', '-0.280000', '0.436364', 2.9442857142857144, '76.000000']
['discussion', 0.9365, 0.9264999999999999, '0.792453', '-0.140000', '0.300000', 3.2870000000000004, '68.000000']
['disease', 0.9519999999999997, 0.9495000000000001, '0.126582', '-0.060000', '0.011236', 2.6257142857142854, '75.000000']
['do', 0.9305, 0.8934999999999998, '0.109756', '0.000000', '0.091954', 2.59, '40.000000']
['doctor', 0.9599999999999997, 0.9080000000000001, '0.000000', '-0.290000', '-0.042857', 2.6133333333333333, '84.000000']
